"CPW_LOT","DEVICE","FACILITY","TOP","IOP","VPPK","VXOVR","VEA","WAVELENGTH","LFIBER","EXT_RATIO","DISP_PENALTY","MASK_MARGIN","SMSR","RISE_TIME","FALL_TIME","OVERSHOOT","JITTER","CROSSING","ISS","RTH","IPD","IPHOTO","DEVICE_FM","TEST_RUNS","STATE","PRODUCT","FIRST_FAIL_MODE","TEST_DT","PKG_CODE"
"876322","152411190","PKGF10GB1","30.1","94.9",".75","1.57","-1.48","1609.386",".357","11.4","998.8","-999","-999","-999","-999","-999","-999","50",".1711","-999","1446.44","48.83948","FAIL","1","C","1626L3161","FAIL_TUNING","23-JUN-15","70km CWDM 161"
"876331","152411199","PKGF10GB1","30.1","94.9",".35","1.51","-1.43","1609.741",".604","10.7","2.94","5","50.43","18.2","25","1.1","2.95","50",".1389","8.04303","1306.531","44.92958","PASS","1","C","1626L3161","PASS","23-JUN-15","70km CWDM 161"
"876332","152411200","PKGF10GB1","30.1","94.9",".6","1.56","-1.58","1610.32",".554","11","3.83","-999","-999","-999","-999","-999","-999","50",".1593","-999","1491.269","50.63257","FAIL","1","C","1626L3161","FAIL_TUNING","23-JUN-15","70km CWDM 161"
"876339","152411207","PKGF10GB1","33","89.47",".45","1.53","-1.38","1609.207",".754","11","3.04","7","51.03","17.1","25.1","1.73","2.94","51",".1472","7.11452","918.268","45.35984","FAIL","1","C","1626L3161","FAIL_DISP_PENALTY","21-JUN-15","70km CWDM 161"
"876341","152411209","PKGF10GB1","30.1","94.9",".4","1.52","-1.6","1610.757",".537","10.8","2.9","-999","-999","-999","-999","-999","-999","51",".1427","-999","685.569","52.47799","FAIL","1","C","1626L3161","FAIL_TUNING","23-JUN-15","70km CWDM 161"
"876347","152411215","PKGF10GB1","35","85",".4","1.49","-1.38","1610.367","1.51","10.8","2.87","11","51.45","18.6","24.6","1.64","2.72","50",".143","6.54994","554.443","45.26551","PASS","1","C","1626L3161","PASS","23-JUN-15","70km CWDM 161"
"876352","152411220","PKGF10GB1","30.1","94.9",".25","1.49","-1.6","1610.305",".72","9.7","2.9","-999","-999","-999","-999","-999","-999","50",".131","-999","834.872","54.35551","FAIL","1","C","1626L3161","FAIL_TUNING","23-JUN-15","70km CWDM 161"
"876356","152411224","PKGF10GB1","30.1","94.9",".35","1.51","-1.53","1610.857",".464","10.6","998.8","-999","-999","-999","-999","-999","-999","50",".1389","-999","677.932","51.75695","FAIL","5","C","1626L3161","FAIL_TUNING","24-JUN-15","70km CWDM 161"
"876359","152411227","PKGF10GB1","30.1","94.9",".35","1.47","-1.6","1609.908",".615","10.4","3.73","-999","-999","-999","-999","-999","-999","50",".1387","-999","1000.518","51.87977","FAIL","2","C","1626L3161","FAIL_TUNING","23-JUN-15","70km CWDM 161"
"876363","152411231","PKGF10GB1","30.1","94.9",".45","1.52","-1.6","1609.574",".538","10.3","998.8","-999","-999","-999","-999","-999","-999","50",".1467","-999","1345.785","49.87122","FAIL","2","C","1626L3161","FAIL_TUNING","23-JUN-15","70km CWDM 161"
"876366","152411234","PKGF10GB1","31","94.89",".35","1.49","-1.6","1609.235",".676","9.6","3.76","-999","-999","-999","-999","-999","-999","51",".1388","-999","1326.31","49.43544","FAIL","2","C","1626L3161","FAIL_TUNING","23-JUN-15","70km CWDM 161"
"876367","152411235","PKGF10GB1","30.1","94.9",".35","1.49","-1.6","1609.16",".584","9.8","998.8","-999","-999","-999","-999","-999","-999","49",".1389","-999","1534.494","49.06511","FAIL","3","C","1626L3161","FAIL_TUNING","24-JUN-15","70km CWDM 161"
"876368","152411236","PKGF10GB1","35","87.78",".3","1.46","-1.58","1610.44",".751","9.6","2.59","7","53.59","19.9","24.8","2.45","3.08","49",".1347","6.54917","635.624","49.25277","PASS","2","C","1626L3161","PASS","23-JUN-15","70km CWDM 161"
"876372","152411240","PKGF10GB1","30.1","94.75",".55","1.54","-1.6","1608.787",".734","9.8","998.8","-999","-999","-999","-999","-999","-999","49",".155","-999","605.305","53.01423","FAIL","4","C","1626L3161","FAIL_TUNING","24-JUN-15","70km CWDM 161"
"876375","152411243","PKGF10GB1","33","91.64",".25","1.45","-1.6","1609.004",".736","9.8","3.5","-999","-999","-999","-999","-999","-999","50",".1307","-999","1210.458","48.23496","FAIL","2","C","1626L3161","FAIL_TUNING","23-JUN-15","70km CWDM 161"
"876376","152411244","PKGF10GB1","31","85.87",".3","1.46","-1.6","1608.914",".755","10.1","5.6","-999","-999","-999","-999","-999","-999","51",".1347","-999","889.247","48.17083","FAIL","2","C","1626L3161","FAIL_TUNING","23-JUN-15","70km CWDM 161"
"CK-876435","152411304","PKGF10GB3","40.72","94.9",".67","1.47","-.9","1540.554","1.537","10.6","2.73","20","51.18","19.5","22.6",".63","1.88","50",".169","5.18349","1473.564","32.71179","PASS","1","C","1656L046","PASS","24-JUN-15","80km DWDM"
"876436","152411305","PKGF10GB4","45.56","94.9",".75","1.57","-.85","1540.556","1.214","12.7","998.8","-999","-999","-999","-999","-999","-999","50",".1698","-999","1299.058","33.86199","FAIL","1","C","1656L046","FAIL_TUNING","24-JUN-15","80km DWDM"
"876445","152411314","PKGF10GB7","42.55","94.9",".52","1.54","-1","1540.557","1.804","10.8","3.12","20","50.49","18.8","24.2","1.31","2.35","50",".1586","4.8188","1326.665","38.15967","FAIL","1","C","1656L046","FAIL_DISP_PENALTY","24-JUN-15","80km DWDM"
"876454","152411323","PKGF10GB6","47.69","94.9",".75","1.38","-.55","1540.5591","1.561","13.2","3.59","20","51.44","20","20.8",".33","1.6","50",".1609","3.94369","604.985","27.5175","FAIL","1","C","1656L046","FAIL_DISP_PENALTY","24-JUN-15","80km DWDM"
"876509","152411378","PKGF10GB5","45.71","79.9",".61","1.37","-.7","1561.418","1.368","10.5","1.27","20","52.05","21.9","24.7",".62","2.01","50",".1699","4.25879","568.73","26.51937","PASS","2","C","1655L320","PASS","22-JUN-15","40km DWDM"
"876520","152411389","PKGF10GB5","44.12","85",".44","1.51","-1","1531.896","2.223","10.6","1.87","20","54.2","19.6","25.5",".52","2.05","51",".1555","4.5304","533.299","38.33059","PASS","1","C","1656L057","PASS","22-JUN-15","80km DWDM"
"876524","152411393","PKGF10GB3","42.91","85",".48","1.43","-1","1531.899","2.739","10.6","2.42","20","51.2","21.1","23.5",".39","1.81","50",".1525","4.75013","702.754","36.56454","PASS","1","C","1656L057","PASS","22-JUN-15","80km DWDM"
"876535","152411404","PKGF10GB4","39.15","51.37",".65","1.52","-1","1540.555","1.369","10.3","998.8","-999","49.46","20.9","27",".48","-999","51",".1616","5.52224","377.464","28.37038","FAIL","1","C","1655L346","FAIL_EXT_RATIO","23-JUN-15","40km DWDM"
"876647","152412062","PKGF10GB3","45.79","70",".4","1.5","-.7","1539.761","1.279","11.2",".43","20","49.42","19.3","21.7","1.18","1.79","50",".1456","4.24277","1164.34","23.40739","PASS","1","C","1655L047","PASS","23-JUN-15","40km DWDM"
"876651","152412066","PKGF10GB1","35.09","-999","-.06","0","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999",".0009","-999","-999","-999","FAIL","1","C","1655L047","FAIL_TOP_CONTACT","23-JUN-15","40km DWDM"
"876675","152412090","PKGF10GB2","48","52",".4","1.33","-.7","1539.695","1.657","9.9","998.8","-999","-999","-999","-999","-999","-999","49",".1547","-999","236.515","21.80473","FAIL","1","C","1655L047","FAIL_WAVELENGTH","24-JUN-15","40km DWDM"
"876676","152412091","PKGF10GB2","47.09","60",".4","1.37","-.6","1539.763","1.714","10.6","1.69","13","-999","-999","-999","-999","2.37","50",".1547","-999","545.129","21.76081","FAIL","1","C","1655L047","FAIL_TUNING","24-JUN-15","40km DWDM"
"876691","152412106","PKGF10GB2","43.37","79.9",".65","1.5","-1.2","1539.763",".716","10.5","998.8","-999","-999","-999","-999","-999","-999","50",".1777","-999","725.109","39.99008","FAIL","1","C","1655L047","FAIL_TUNING","23-JUN-15","40km DWDM"
"876715","152412130","PKGF10GB4","38.81","56.37",".75","1.53","-1.15","1539.767",".713","10.7","998.8","-999","-999","-999","-999","-999","-999","49",".1694","-999","331.96","37.03175","FAIL","1","C","1655L047","FAIL_TUNING","23-JUN-15","40km DWDM"
"876724","152412139","PKGF10GB3","39.86","51",".54","1.49","-.8","1539.766","1.616","10.5","1.04","9","-999","-999","-999","-999","2.31","51",".1578","-999","221.408","25.43412","FAIL","1","C","1655L047","FAIL_TUNING","23-JUN-15","40km DWDM"
"876748","152412183","PKGF10GB2","42.83","51",".74","1.47","-1.05","1539.766","1.597","10.5","1.67","7","-999","-999","-999","-999","3.18","49",".1863","-999","386.282","30.01051","FAIL","1","C","1655L047","FAIL_TUNING","24-JUN-15","40km DWDM"
"876749","152412184","PKGF10GB5","41.42","55",".75","1.36","-.7","1539.766","1.743","10.4","998.9","-999","51.91","21.8","23.9",".77","-999","49",".1817","5.04082","564.378","21.97087","FAIL","1","C","1655L047","FAIL_EXT_RATIO","23-JUN-15","40km DWDM"
"876823","152412348","PKGF10GB4","40.73","62",".45","1.42","-.7","1538.97","1.745","10.9","1.03","20","49.05","22.3","25.8",".44","1.53","49",".1451","5.18349","815.624","24.22025","PASS","1","C","1655L048","PASS","24-JUN-15","40km DWDM"
"876978","152412503","PKGF10GB6","48.1","90",".63","1.53","-.85","1548.6919","1.941","11.9","2.15","20","49.68","19.7","23.8","1.03","1.65","51",".1512","3.87808","1159.898","31.14591","PASS","1","C","1656L3T","PASS","23-JUN-15","80km TDM"
"CK-876992","152412628","PKGF10GB3","48.1","94.9",".56","1.59","-1","1550.748","1.738","10.6","1.71","15","52.62","19.6","23.6","1.86","2.42","50",".1595","3.88037","538.491","38.67298","PASS","2","C","1656L3T","PASS","24-JUN-15","80km TDM"
"CK-877006","152412642","PKGF10GB6","50.06","90",".53","1.51","-.95","1550.0361","2.047","11","1.35","20","48.15","20.6","23",".81","1.7","49",".1429","3.60571","359.434","37.70269","PASS","1","C","1656L3T","PASS","23-JUN-15","80km TDM"
"877011","152412647","PKGF10GB7","48.1","94.9",".57","1.59","-.95","1561.312","1.743","11","2.95","19","51.25","20.2","25","2.31","2.43","50",".1629","3.88113","999.312","36.23747","FAIL","2","C","1656L3T","FAIL_CURV_1600PSPNM","23-JUN-15","80km TDM"
"CK-877021","152412657","PKGF10GB3","48.1","90",".5","1.58","-.95","1561.34","1.763","10.6","1.61","17","52.76","18.9","22.3",".96","2.2","50",".1542","3.88037","879.149","35.34045","PASS","1","C","1656L3T","PASS","24-JUN-15","80km TDM"
"877027","152412663","PKGF10GB6","48.1","93.09",".65","1.56","-1.02","1561.2476","1.755","11.2","1.66","20","49.54","20.1","22.5","1.12","1.9","50",".1523","3.87732","568.5","38.46003","FAIL","1","C","1656L3T","FAIL_CURV_0PSPNM","24-JUN-15","80km TDM"
"877036","152412672","PKGF10GB3","48.1","94.9",".58","1.62","-.9","1561.146","1.722","10.7","3.13","19","52.26","19.6","23","1.84","2.26","51",".1616","3.88037","1050.66","34.04797","FAIL","2","C","1656L3T","FAIL_DISP_PENALTY","23-JUN-15","80km TDM"
"877049","152412685","PKGF10GB3","48.1","91.14",".58","1.56","-.9","1556.397","2.054","11.8","1.18","20","52.99","17.7","21.4",".99","2.32","49",".1617","3.88037","1277.409","35.0154","PASS","1","C","1656L3T","PASS","24-JUN-15","80km TDM"
"CK-877055","152412691","PKGF10GB4","48.1","94.9",".42","1.54","-.9","1557.058","1.68","10.8","1.42","20","51.69","21","26.2",".57","1.75","50",".1431","3.88342","759.737","36.81305","PASS","1","C","1656L3T","PASS","24-JUN-15","80km TDM"
"CK-877063","152412699","PKGF10GB7","48.1","90",".57","1.6","-.9","1556.778","1.726","10.7","1.74","18","50.99","15.7","24","1.72","2.82","51",".1631","3.88113","960.454","37.03872","PASS","1","C","1656L3T","PASS","24-JUN-15","80km TDM"
"877070","152412706","PKGF10GB6","50.06","90",".53","1.53","-.95","1561.491","2.109","10.7","2.12","20","50.14","20.1","23.2",".77","1.74","50",".1426","3.60494","515.603","36.44147","PASS","1","C","1656L3T","PASS","23-JUN-15","80km TDM"
"877074","152412710","PKGF10GB7","50","90",".74","1.6","-1.05","-999","2.715","11.1","3.16","9","-999","-999","-999","-999","2.68","50",".1777","-999","845.866","38.01392","FAIL","1","C","1656L3T","FAIL_TUNING","23-JUN-15","80km TDM"
"877077","152412713","PKGF10GB7","50.04","91",".52","1.58","-.91","1561.001","1.941","11","2.8","20","50.2","21.4","25.1",".92","2.33","49",".1599","3.60723","1376.364","33.52187","FAIL","2","C","1656L3T","FAIL_CURV_1600PSPNM","23-JUN-15","80km TDM"
"877080","152412716","PKGF10GB7","50","90",".52","1.56","-.9","1561.245","3.044","10.8","2.16","20","49.91","-999","-999","-999","2.46","49",".1586","0","1","36.70904","FAIL","1","C","1656L3T","FAIL_RTH","23-JUN-15","80km TDM"
"877081","152412717","PKGF10GB6","48.1","90",".6","1.56","-1","1561.3727","1.682","10.7","2","20","49.96","19.5","22.9","1.27","1.85","50",".148","3.87732","1125.245","33.98285","FAIL","1","C","1656L3T","FAIL_CURV_0PSPNM","23-JUN-15","80km TDM"
"877083","152412719","PKGF10GB7","35.03","-999","-.09","-.02","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999","-999",".0004","-999","-999","-999","FAIL","1","C","1656L3T","FAIL_MODULATOR_CONTACT","23-JUN-15","80km TDM"
"877154","152412790","PKGF10GB2","44.34","57",".4","1.41","-.7","1535.035","1.616","10.6",".95","20","49.78","20.7","21.7","1.4","2.61","50",".1546","4.49454","467.002","23.06104","PASS","1","C","1655L053","PASS","24-JUN-15","40km DWDM"
"CK-877155","152412791","PKGF10GB4","42.88","51",".55","1.46","-.7","1535.036","1.656","10.6","1.02","17","49.2","21.8","25","1.2","2.14","50",".1533","4.75853","408.766","21.16757","PASS","1","C","1655L053","PASS","24-JUN-15","40km DWDM"
"877156","152412792","PKGF10GB2","43.4","54",".5","1.4","-.7","1535.034","1.715","10.8",".62","20","51.04","14.2","21.3","1.46","2.5","49",".1636","4.66545","404.364","22.59263","PASS","1","C","1655L053","PASS","24-JUN-15","40km DWDM"
"CK-877158","152412794","PKGF10GB2","42.26","51",".55","1.43","-.75","1535.034","1.738","10.7","1.16","20","47.56","20.3","21.3",".86","3.06","50",".1683","4.87907","260.166","22.80296","PASS","1","C","1655L053","PASS","24-JUN-15","40km DWDM"
